ingreso_mensual,gastos_mensuales,antiguedad_laboral_meses,label
1714488,1699413,57,0
2390728,1383434,32,2
3553042,2871247,86,1
1929298,908165,115,2
660294,331504,83,2
2120037,1735766,106,1
4744463,4316740,54,0
3351978,2244799,93,1
3488804,1981919,101,2
3308498,3401855,85,0
1315364,537519,61,2
2324336,2037446,75,0
3854323,3284410,84,0
866315,738271,30,0
1678123,1759237,97,0
1671068,1474805,114,0
2387287,1292124,56,2
4909696,2861014,84,2
710512,435465,88,1
2786025,904474,79,2
1225078,1262820,66,0
4865112,1745807,106,2
921196,792077,54,0
2256565,1995094,7,0
3794271,3699308,101,0
3640950,2704097,81,1
2344552,2063701,102,0
1994011,1081110,17,2
2229017,1998241,4,0
1615671,928579,112,2
1344532,1374475,18,0
2621983,1129302,97,2
1635255,903652,99,2
1722324,1203931,85,1
3421078,3149720,16,0
4855272,4365080,80,0
3176731,1488532,107,2
754106,313247,51,2
747685,406124,50,2
4776547,3281504,53,1
1767538,1292431,10,1
823508,529771,107,1
3155605,2620642,104,1
3268784,2098714,120,1
3383122,3576174,70,0
1630049,829328,90,2
469509,376498,24,0
4839071,3818522,80,1
1554108,816310,78,2
3509721,2208843,108,1
3650497,2162478,100,2
3206034,1404241,113,2
1839374,1254152,104,1
1647043,1003592,104,1
3149274,1394038,8,1
4384040,2893046,102,1
4754975,3031179,73,1
887167,359385,46,2
1112212,450390,7,1
4745787,3882082,81,1
3788062,3277676,39,0
4461772,4697997,56,0
1332110,492353,82,2
3102895,1223438,109,2
3625242,1237855,99,2
3528515,2560935,54,1
2277498,1817893,47,1
470817,293233,29,1
3081460,2891401,45,0
1564267,1328625,13,1
2471170,2690294,117,0
4804873,1971516,69,2
2235562,774963,15,2
4263087,2216136,42,2
1267287,399500,66,2
3493318,3654322,64,0
4894232,2658358,4,1
868708,644533,114,1
438272,243002,33,2
2394481,1189211,2,1
826077,348515,9,1
3842568,2137593,70,2
4606924,3650228,17,1
2396496,2581738,5,0
1590074,1186948,46,1
2398255,1741534,75,1
3727860,1223522,13,2
441649,429318,38,0
3111488,1045065,50,2
3221142,3301625,19,0
3333366,2436482,61,1
1513302,657943,10,1
3684643,2436897,6,1
820401,899149,62,0
1316644,716341,30,2
4436362,2287246,11,1
3798126,1497999,51,2
463230,360260,110,0
1542531,572868,87,2
1386270,1265396,98,0
1645709,1703932,105,0
1538775,1608784,117,0
687621,265651,92,2
2511126,1874832,73,1
3770574,1424100,44,2
3190966,2417517,22,1
3495210,3327385,82,0
773286,564678,119,1
4776857,4765599,56,0
4257062,4007341,87,0
4103415,2138859,59,2
4185726,3365666,52,1
4690468,1434954,49,2
2903568,1791018,61,1
1321297,647922,44,2
3237205,3398071,90,0
3817255,2383155,105,1
3794420,3123762,106,1
2798666,2478457,27,0
714910,656695,108,0
2107120,1872429,41,0
4635526,2463004,37,2
3088465,2621656,87,1
2876327,2126203,37,1
1636726,1273206,6,1
2094865,629825,45,2
4518592,2289146,87,2
3465730,3620118,39,0
4021980,2139938,76,2
2489989,1619520,79,1
3299137,1482432,88,2
1542565,633812,108,2
3645120,1702035,52,2
2366966,1758461,20,1
2435709,2521502,38,0
3386883,1899903,52,2
4706891,2629864,86,2
694429,521733,2,1
4193819,2455037,38,2
1744962,1794402,94,0
2442029,1470782,81,1
500801,346732,88,1
1784812,1297043,97,1
2712104,2510470,94,0
658410,494548,82,1
2659040,1306451,53,2
4664709,1862104,118,2
884809,929244,68,0
3916427,3686339,24,0
2284487,727317,35,2
3413799,3267768,83,0
1597088,1233716,111,1
1133664,810701,21,1
1138128,352573,10,1
724263,669720,106,0
1253975,574887,110,2
3455409,3049001,33,0
4455777,1393297,45,2
4144978,3884188,79,0
3551618,1130947,40,2
907987,443746,105,2
1730262,890432,13,2
1825112,777510,5,1
1549802,1061377,25,1
2769026,1459139,34,2
2863548,3134526,14,0
2041675,1559789,8,1
2027430,1527024,91,1
4211356,2007535,20,2
4030747,2527083,110,1
1815861,724860,44,2
4603427,4189226,80,0
4782949,2702019,27,2
1903016,1715707,29,0
2030355,1212846,69,2
2725917,2973991,67,0
4729156,2066155,92,2
4431069,1334723,91,2
871813,676405,80,1
2206561,2344168,54,0
2945507,2408374,107,1
2714409,1000474,75,2
1291770,946072,119,1
4350557,4470587,98,0
3513928,1072468,5,1
4254379,1844400,38,2
4350316,4139975,69,0
3842437,3900556,87,0
2420369,2095382,66,0
3208515,3507703,94,0
1137681,423414,34,2
3498769,2576988,22,1
1224565,1038426,6,1
3592168,3096865,69,0
1456152,1361193,83,0
940736,972816,39,0
1160309,683785,74,2
409164,136812,6,1
3706202,2186487,12,1
3769045,3155790,84,1
2768693,1303404,44,2
1142269,1082846,81,0
784350,373203,100,2
487993,150327,102,2
1162442,821224,21,1
4497935,3963442,58,0
1511069,876004,88,2
2029648,1824890,93,0
884589,575623,94,1
1422862,622320,27,2
2788433,1038543,23,2
3195662,2775336,71,0
1528621,930275,89,1
665568,685681,38,0
2198751,1609935,13,1
1477336,855002,86,2
1409948,816632,36,2
4815369,1950948,20,2
3234982,2507213,18,1
2961641,2267828,38,1
2312565,2173800,71,0
2373144,1093919,43,2
2888163,1538327,2,1
3603577,1361397,12,1
3629872,1946605,35,2
1189792,764420,79,1
2700519,2892857,12,0
2295007,1887535,67,1
4404424,4079814,14,0
3304527,1851883,25,2
2849519,1184289,21,2
930815,470412,8,1
3185934,1609452,81,2
939138,719842,56,1
1951150,1118354,100,2
1057073,1042188,12,0
3583539,3909052,17,0
1348760,775050,37,2
2202553,1903112,92,0
4520104,3733557,37,1
1339855,610398,49,2
2735903,2830037,36,0
2328650,1070140,10,1
483371,429990,113,0
4046687,2339340,66,2
717611,426021,95,2
2581573,1715092,79,1
2979120,2954115,62,0
3290762,1356457,11,1
3567705,1226062,77,2
1565053,972888,19,1
445902,153599,50,2
3727841,3168966,75,0
2864020,2601275,94,0
4246141,4177226,82,0
4178386,3739964,81,0
4279300,4420864,18,0
2631435,2364716,42,0
1934691,2029221,5,0
4041168,1836665,86,2
2475953,1732896,114,1
1243834,1362178,32,0
4332880,3662422,11,1
4459775,4472766,57,0
2545025,825390,103,2
748219,746278,66,0
2184000,1874245,6,0
4096273,1788451,117,2
4548161,1457889,99,2
1335975,678597,16,2
708079,731175,111,0
4435812,3701713,54,1
2191263,2269218,45,0
2892100,1899880,55,1
4853103,5092369,100,0
706198,473412,79,1
3382263,1567353,7,1
740885,311998,115,2
2127157,2329342,18,0
4097547,2323678,89,2
2393972,1024722,76,2
4987039,1529658,23,2
2971673,1570397,20,2
1877346,1898547,104,0
1412512,1027189,50,1
2012394,1621885,79,1
2113653,2193788,60,0
716083,508614,87,1
2100041,2038350,58,0
2535497,1417512,34,2
3724594,4028824,44,0
3420956,1241982,103,2
3660322,3220584,56,0
438473,363254,26,0
1401270,635248,112,2
3443748,2104389,96,1
2626351,1445185,7,1
424442,159418,120,2
4100675,3148623,83,1
3954924,4330388,19,0
2922728,2185238,28,1
705731,519565,83,1
3925969,1304407,94,2
3085083,1269129,29,2
3997016,2840181,31,1
3858036,4198094,37,0
4093810,4099075,72,0
2782837,1592248,21,2
1045493,767813,13,1
3487324,2588159,81,1
3254179,2760483,93,1
3814365,3243071,60,0
1181453,1100918,44,0
1296886,414973,52,2
4495884,4742906,47,0
3849898,1370755,115,2
4577851,3117187,92,1
3890090,4028824,25,0
3146914,2171796,46,1
3409011,1196254,65,2
4489988,2170425,74,2
3062511,2336492,56,1
3309000,1225287,97,2
1119793,715483,92,1
2580038,1453270,61,2
3695427,3518660,103,0
1646336,638952,90,2
1330369,1125810,93,1
1843603,1152752,115,1
1510903,1163698,32,1
1388598,644900,32,2
2354314,1854641,107,1
4576057,3840146,93,1
2732474,973267,111,2
1264434,1213193,8,0
754070,745777,75,0
3602318,1263849,17,2
2160874,1690992,60,1
4180422,3240702,19,1
3433750,1064348,15,2
4062711,2331497,1,1
1650952,1775005,76,0
3584851,2668422,43,1
1614685,1689880,13,0
4719715,3966995,39,1
3327322,1073768,20,2
1892754,685500,113,2
1639755,1439283,38,0
1278262,950585,40,1
3595348,1444328,101,2
1406092,1112570,78,1
3138395,2975920,85,0
1617321,1459448,76,0
3445057,1711952,114,2
4148723,2101560,25,2
3978916,4274431,119,0
3899916,3938618,100,0
1263523,700838,71,2
806571,773698,79,0
3615165,1552319,78,2
2094397,958130,7,1
2388793,1062910,26,2
543286,201112,115,2
1594052,1568136,64,0
554911,423423,45,0
4444255,2253970,91,2
1519625,1487597,63,0
2963751,2792201,2,0
579305,220577,88,2
3467498,2827091,88,1
1885926,1654837,20,0
4530428,3953532,115,0
4485344,3940438,27,0
1896337,825980,55,2
4544420,2508834,14,2
4982325,4859475,72,0
4196912,4275451,45,0
4286408,2243296,42,2
1545440,492092,99,2
3052831,3015628,1,0
709377,426813,96,1
836623,471496,69,2
4994906,2885056,118,2
1902541,1203466,71,1
3841646,2315027,7,1
4110659,3095921,6,1
4346907,1578589,106,2
4989090,5374408,101,0
1510884,1585160,42,0
585614,613445,74,0
2291481,2299323,59,0
998371,826912,116,1
503159,239950,114,2
2057963,698857,118,2
4005196,1519799,104,2
3004431,1680060,109,2
1838779,1292857,26,1
3409973,3732565,100,0
1467284,951320,85,1
466155,335499,116,0
3916026,3352611,69,0
3269218,1453452,10,1
3906592,4087317,72,0
579115,418832,82,1
4250750,2214662,26,2
3249821,3406095,47,0
2991619,2394373,72,1
3273225,2248547,45,1
4376393,3344110,45,1
3099908,2785707,16,0
3072372,1301550,113,2
4957124,4916795,90,0
3880959,4143333,0,0
2434552,1834677,92,1
3654026,3090636,89,1
2190460,2163883,1,0
1452827,871476,44,2
3145519,3442032,73,0
4669638,3943047,54,1
4674042,2987643,93,1
1972764,1660812,51,1
2827316,2028158,18,1
1373525,534732,117,2
4979903,4664637,29,0
4913142,3692229,86,1
3387741,3173217,17,0
4100305,1738240,39,2
3689461,2695836,53,1
3128528,2857283,23,0
645401,703902,54,0
2491916,2510650,19,0
3504017,3474162,67,0
3516645,1751177,80,2
2116364,2053694,7,0
4731783,2060337,105,2
1169842,536356,22,2
2701653,1048494,27,2
3578066,3528250,79,0
3606825,1394411,56,2
3383739,1388988,60,2
1666326,827680,15,2
1118550,848006,97,1
3325326,3339106,74,0
3156790,2003244,16,1
1225038,902888,45,1
3643640,1578394,97,2
2493791,1278708,68,2
3471699,1413470,13,2
4251889,2669910,45,1
1180751,911857,29,1
488066,257316,62,2
3983872,3891433,101,0
3204608,3476970,52,0
3618342,1433312,52,2
4255513,1337457,109,2
4092930,3813881,69,0
4820233,2181223,68,2
2865301,1669088,31,2
2647080,1628973,73,1
2248681,2323516,69,0
1106979,915550,48,1
3033993,1008765,119,2
1674258,522114,106,2
4638015,2131884,90,2
3082678,1709461,64,2
3127065,2150229,55,1
2032653,1972226,22,0
639151,352718,37,2
546021,328284,93,1
2347342,1322657,54,2
789001,242359,106,2
3191496,3396266,18,0
4452476,1830843,61,2
4461408,2365144,78,2
3431609,1384457,62,2
1371666,949789,107,1
4369785,4569628,119,0
4476030,1703400,14,2
1304606,851540,16,1
3792160,1205527,16,2
1717990,1574913,82,0
4092145,3326836,45,1
4987294,4287871,88,0
538120,364775,49,1
4527883,4646090,75,0
3264100,2048699,92,1
4877560,3469253,66,1
2539044,2174009,65,0
4297984,3079285,11,1
687013,310165,49,2
1942284,1075358,65,2
708276,264779,55,2
4886578,3157173,108,1
4158080,3274545,109,1
4321718,1706318,99,2
4714640,3792785,45,1
791476,802792,86,0
2173749,1239426,47,2
726760,347120,28,2
1369648,1389378,41,0
1455083,1241995,9,0
2557893,983039,40,2
1635386,1024552,55,1
864499,725550,115,0
1170459,888972,38,1
1077468,856412,108,1
4876153,3675196,27,1
3892746,3653144,23,0
4851703,2699204,62,2
2422806,2100015,81,0
1680495,1836552,5,0
4072149,2492021,27,1
1900768,1773110,55,0
1777164,883050,40,2
1469528,772262,86,2
996523,1044248,61,0
1579730,506700,19,2
2034471,964221,107,2
3500373,2402434,35,1
687798,427452,88,1
1368332,1099230,94,1
4121509,1871897,116,2
1075841,383470,60,2
1976168,1176742,74,2
4377431,3149492,40,1
1112656,834049,81,1
780589,609792,56,1
2628875,1942553,53,1
1791130,889478,103,2
2991678,2727333,6,0
4097502,1516995,106,2
1030883,472849,102,2
3071216,2737996,61,0
2725340,1427481,59,2
1062762,738385,43,1
3270393,1837170,119,2
1658746,1170386,13,1
2644038,1526468,71,2
778453,852691,82,0
2514087,1473210,112,2
1809732,1450753,94,1
4182954,4227605,77,0
662102,536533,14,0
2325593,1750441,45,1
2508785,1895095,17,1
3735028,2603944,106,1
3041723,2877665,90,0
3469177,1180697,91,2
3974427,4006635,78,0
4366134,3357704,61,1
1843827,1805289,18,0
2874904,886374,40,2
4264497,4244971,16,0
4951475,1961329,87,2
4491789,3939184,19,0
2108749,1335296,84,1
1297766,1096428,83,1
2651206,2127730,55,1
3811551,1641701,16,2
2665818,1897239,38,1
2622632,1368448,38,2
4255860,3184871,84,1
2062457,1836417,14,0
4355056,1589625,99,2
2271302,1618552,91,1
1909872,1516637,22,1
2488354,1334489,86,2
3907256,4151080,80,0
979609,701638,90,1
1303528,581391,23,2
4776646,1844887,19,2
1207261,885318,28,1
3011546,1807502,44,1
3064847,1391556,95,2
2652273,860818,89,2
3365828,2535411,111,1
1457203,1134987,7,1
2942246,1216448,1,1
2111997,1650294,84,1
3443669,3655724,34,0
1049628,1136366,40,0
3026036,3058700,66,0
1252244,1184200,12,0
1681758,786212,77,2
1406065,597786,39,2
1241054,814079,76,1
4198270,3340586,100,1
1714255,1680900,21,0
4664769,2265074,112,2
4861662,3324007,64,1
3027798,2476594,111,1
1057805,694423,25,1
2122922,1408251,73,1
4069568,1953774,48,2
2089997,2276694,93,0
800279,544314,73,1
2961211,2150412,59,1
4287556,2035935,110,2
4061261,2888813,45,1
1205566,607943,26,2
3494717,1614102,73,2
1414320,736263,75,2
1403755,424225,53,2
4420730,3342606,58,1
1548477,944546,115,1
1610938,1641467,88,0
403006,134026,13,2
4405078,1473764,25,2
4045936,4081131,117,0
3285713,1318608,87,2
3851223,1162022,110,2
1099423,487189,36,2
2508289,2405702,89,0
2015609,1899049,86,0
831372,475633,35,2
2636200,2199711,66,1
4635402,3271666,75,1
584272,598171,58,0
1740720,600790,99,2
1354688,1287690,100,0
1495475,652743,102,2
4578799,2808162,96,1
2553118,1158007,59,2
2544977,2194003,46,0
3898648,3285238,100,1
1110664,820023,59,1
2641421,2267740,30,0
2377932,1930053,61,1
3145789,2897755,17,0
4997965,2456627,83,2
3939465,2533588,40,1
2230182,939579,31,2
4206744,2707775,115,1
1185258,1020926,93,0
540133,460794,94,0
1340463,1162907,75,0
1965893,1075371,101,2
2748671,2280768,91,1
3229594,1918292,72,2
4588786,4843894,115,0
2745328,1577721,23,2
2705868,2117111,113,1
631118,568080,48,0
560593,574679,63,0
2935336,1908975,15,1
2415622,1421323,65,2
4260230,2743684,73,1
1139126,636723,120,2
514870,423810,117,0
2465578,2579422,116,0
1492401,598239,42,2
628226,470377,119,1
3733152,3800793,55,0
913328,347148,102,2
3198270,2223093,26,1
1692829,1679597,61,0
1198082,1222477,116,0
2146857,1527450,114,1
4086651,1307571,82,2
2203630,847321,96,2
3853540,2964811,21,1
977237,390002,87,2
3954749,1659152,74,2
1489893,1367266,11,0
3516008,3166354,14,0
3002595,2925183,13,0
4674066,1797590,87,2
2181684,1000337,17,2
704360,680672,56,0
488115,428014,43,0
4203549,3971366,66,0
2813784,3072080,85,0
3966123,3932590,82,0
1478358,1059052,62,1
1987385,1090308,56,2
538478,406950,48,0
4822865,3910713,103,1
3472192,1973072,40,2
4692743,4302071,31,0
1621283,606689,89,2
3212733,2967004,43,0
3521100,1146466,102,2
1860729,1299482,39,1
4301302,4254630,84,0
4756943,1756245,5,1
4470334,3192673,46,1
3799708,1624425,41,2
1676338,1702912,98,0
1695434,1637580,116,0
4831457,5059182,55,0
447309,447302,99,0
3693830,3284711,84,0
3648732,1634309,116,2
3264372,1769296,97,2
4954501,3455686,9,1
1834645,1414727,86,1
1963871,1818047,64,0
763121,367495,2,1
2436871,981138,30,2
1600823,1098306,111,1
1979579,843841,111,2
4239030,3624326,96,0
4703229,3576828,118,1
1254372,1120012,97,0
2113541,741323,1,1
4671701,5006933,35,0
684319,205299,4,1
824858,462213,11,1
1148839,969284,26,1
3137979,1054718,60,2
1092172,400477,102,2
4853151,1753663,103,2
2454887,1878499,74,1
2706983,2752298,111,0
1534630,1142301,60,1
2566417,2009138,107,1
3444803,1986967,54,2
3855415,1214428,33,2
3867793,1227219,110,2
3058299,3090864,47,0
4560055,1742205,60,2
4160076,4575383,39,0
3882421,1675413,80,2
655785,550668,119,0
431639,457176,3,0
1377257,812350,108,2
3452209,3063996,0,0
2291508,1330645,44,2
2251069,1224475,20,2
4469100,2062236,91,2
4519589,4324107,6,0
4582206,2318182,66,2
1843839,970830,35,2
3578857,3933793,16,0
1649513,926776,93,2
1276805,814882,26,1
1249309,1364301,27,0
1973695,1175218,33,2
2377805,1409852,70,2
4222366,4062641,79,0
951499,522891,2,1
3780659,1841290,29,2
2844693,1816530,52,1
1724549,1483996,40,0
2666970,892353,106,2
1779734,1066297,95,2
3141977,1812908,75,2
2395682,1187910,41,2
1156265,952103,84,1
936282,498095,101,2
2914800,2289241,71,1
4551100,3201560,94,1
1982205,939074,90,2
3771800,1935887,69,2
3429842,1497058,37,2
4685153,1617799,89,2
4176513,3321793,25,1
3006384,2520044,94,1
3422340,1481189,97,2
4532578,3591224,99,1
2237786,2429493,57,0
1903256,684262,23,2
449731,311347,12,0
4202135,3724901,89,0
4084511,1375693,106,2
880491,812357,78,0
3053544,3308848,17,0
2534316,939700,112,2
946062,906123,119,0
4910614,2960438,52,1
1387601,576261,71,2
709277,492632,93,1
3136298,1120333,88,2
3798787,2726318,116,1
549240,173277,14,2
3430101,3028399,70,0
2848543,1966565,83,1
875019,583770,107,1
1193610,545424,105,2
3012682,1774501,117,2
1763245,785518,61,2
4716252,4189504,100,0
4166205,1913206,51,2
4924409,3907039,51,1
1594486,835010,30,2
4860729,4012948,98,1
2383676,1745718,118,1
1998586,1276599,31,1
631608,529540,7,0
642720,406570,98,1
3583252,3429518,74,0
2506473,2214917,115,0
1441999,1056281,30,1
3224263,3229579,9,0
1563147,1505451,59,0
3057106,2217843,10,1
2052360,728092,31,2
4188340,3152970,15,1
4175202,2439177,27,2
2595812,1900369,13,1
2013768,1646667,114,1
2067775,1687037,33,1
4106287,3444432,53,1
1909626,1610607,108,1
1361673,527546,81,2
789566,357966,74,2
2546788,2048720,85,1
2617808,1640156,99,1
4268180,3885245,105,0
1417698,566976,77,2
2152560,975580,107,2
4118666,3075704,64,1
4188669,2934575,33,1
2169211,1113061,106,2
2511971,1574188,65,1
1795115,588771,109,2
4689752,1545885,5,1
945761,355551,48,2
4695247,3575121,114,1
3545786,3513778,30,0
2845232,1445886,113,2
550232,180009,114,2
2587742,2243318,106,0
2275641,2239872,68,0
1141607,468673,78,2
3419484,2081092,104,1
4867294,2078283,93,2
2986069,1149893,76,2
3687865,3018646,118,1
714872,767793,82,0
2321268,1955744,117,1
935249,1017412,7,0
3218861,2084265,17,1
4717018,4803320,54,0
3444178,1598330,46,2
753294,297042,94,2
2031465,1751155,19,0
2933052,1751403,117,2
2254756,1249473,38,2
4234762,3544600,51,1
4147487,2350742,33,2
3214423,2436682,70,1
2117907,1142746,7,1
1574547,1459615,18,0
887022,487783,89,2
2032529,1479672,22,1
2300594,732833,28,2
3508785,3275046,95,0
3427535,2729244,11,1
722497,327862,52,2
2218193,1047650,3,1
1236183,630446,42,2
1121338,853590,84,1
4205590,3106472,11,1
592810,307722,107,2
2328241,1991228,109,0
1173737,1186921,13,0
4444919,1488214,119,2
2962386,1877434,36,1
1464351,1134603,10,1
2711166,2085288,1,1
3764837,1188289,49,2
4807343,2252013,76,2
1414052,494161,40,2
4476436,3380480,100,1
4697799,3834869,86,1
4615535,1974497,42,2
3322906,1882124,88,2
3297175,1859089,113,2
2254769,2155203,11,0
3861030,1759578,37,2
2843952,2100689,56,1
3516215,3257240,60,0
2370906,2284754,65,0
3764884,3137100,36,1
4192569,2262403,80,2
1073607,1028985,77,0
4231477,3781810,69,0
2885364,2491729,14,0
4285463,1516490,57,2
2383988,797711,43,2
2143586,1835536,59,0
4609279,4866642,111,0
1555379,1429361,58,0
4283377,4134231,2,0
2626495,1933063,53,1
2764839,1503157,98,2
1818954,1531904,94,1
3035994,2640030,62,0
1895972,1593159,30,1
580639,613949,56,0
1651194,980385,68,2
429344,142424,120,2
4900432,5031545,77,0
4842437,2074497,83,2
2217714,1902477,59,0
3750506,3745119,43,0
1990708,1091133,98,2
3487029,3362654,59,0
4104978,2321967,119,2
4755079,4447931,55,0
2240976,797483,8,1
4003171,3299391,82,1
1623271,1366324,6,1
4955529,3434878,30,1
518540,440589,42,0
3176233,3298667,89,0
3433728,3046004,59,0
3565010,3811126,3,0
953783,628438,74,1
4717237,3408829,49,1
1233443,630278,111,2
3264666,3553528,60,0
1424310,490118,85,2
1813196,1064158,26,2
2913709,1568035,91,2
2319090,1412811,87,1
1137038,1175895,108,0
1186307,705177,4,1
2323466,2401491,54,0
3883502,2480280,81,1
4530637,4457309,11,0
786987,564585,49,1
2208278,1212526,113,2
861130,567898,52,1
476325,304612,118,1
3443906,1749267,7,1
3171267,1686198,86,2
1149888,516487,70,2
1475539,839287,60,2
509056,407003,117,0
4240757,2583667,16,1
4883577,4248021,108,0
1023114,1114767,83,0
1464786,881334,31,1
4394684,2944928,108,1
4661733,2010550,52,2
2330286,1430265,98,1
632863,557848,47,0
581202,275446,102,2
3040169,1354831,76,2
2207318,1326818,17,1
531801,507827,78,0
3082961,2463057,23,1
451992,481852,49,0
4021911,4116958,20,0
1809591,761675,3,1
585187,195477,25,2
3106420,1923731,64,1
2229348,1599922,58,1
4879482,3476419,60,1
2903314,1182479,30,2
1666100,666197,82,2
3663419,1236362,85,2
1648863,1617020,43,0
4559519,4824862,106,0
2123721,833662,77,2
2929395,1378274,86,2
632636,235271,33,2
2360158,2364882,0,0
4228872,4512067,104,0
4105985,2091742,99,2
1431865,777313,15,2
1439964,849774,45,2
4159604,2919922,79,1
4679833,3958992,78,1
838660,590008,103,1
2470270,2620465,17,0
1952290,741704,52,2
4405167,4135943,12,0
784215,445110,47,2
1371179,825502,2,1
3861354,3348040,108,0
635952,663617,63,0
2665663,2327019,102,0
2433692,2240672,7,0
1938245,1745629,27,0
2215033,1233292,31,2
2837727,2569687,46,0
1142290,1059607,96,0
3031181,2202821,46,1
4104989,2994199,25,1
3896740,3537370,8,0
1107940,1056559,10,0
1086548,619067,91,2
1633602,1537628,53,0
2060944,1960714,87,0
2278896,1110507,82,2
3526607,3080705,16,0
660730,296818,17,2
559494,209497,91,2
2202789,1673314,87,1
3606953,3704059,45,0
1289803,423529,9,1
3350921,3220909,1,0
1595209,1124905,35,1
4475996,4425491,1,0
4520174,4406182,28,0
1767521,1767927,50,0
1457971,1334188,15,0
2291998,2233309,13,0
1506445,664071,108,2
3492966,1896969,70,2
4199898,2074703,112,2
3496224,3125424,41,0
4192012,1772863,81,2
2226164,992384,25,2
1119058,1122607,74,0
3794574,3281190,16,0
2058183,2058808,0,0
3487846,1435193,112,2
1644962,1018535,67,1
773656,407346,111,2
4965876,1528223,40,2
1118527,590155,39,2
4946737,2986180,48,1
4895488,1829814,85,2
4051563,3051597,68,1
3433346,2082455,111,1
3057912,1031034,3,1
4384067,3784253,85,0
1731422,1529579,40,0
2551334,2468612,22,0
3249194,2236851,61,1
2291476,2463170,61,0
2366438,2440392,16,0
1919309,1422364,24,1
2995466,1964911,49,1
4312643,1304262,49,2
1327031,1152918,38,0
4698392,3533020,18,1
3569803,3748419,1,0
4187057,3246584,116,1
2958477,3237417,113,0
3985777,3918240,58,0
474522,504359,119,0
4164550,2341019,81,2
584639,245238,8,1
4493602,4212741,14,0
4963029,4610444,110,0
1752710,822300,76,2
1367465,1246849,101,0
3920671,3001583,108,1
1563921,606207,54,2
4381587,3073363,6,1
873076,912286,23,0
979394,690635,8,1
4904097,4565514,23,0
3499659,1130838,49,2
4295681,3790789,14,0
1891915,2000643,20,0
3511825,2456951,53,1
3133512,1786628,41,2
3174491,2594576,56,1
3539649,3656489,52,0
3046652,1344840,77,2
2373687,1478701,112,1
1669244,709483,13,2
3935474,2744298,12,1
1440853,1055191,102,1
3584830,3783296,61,0
1473331,928216,92,1
3276519,2469071,26,1
3836560,3868058,99,0
1406084,783363,111,2
675739,567169,76,0
1002479,907975,13,0
3187586,1799146,107,2
4307453,1858550,95,2
606985,426303,90,1
3777096,2211268,4,1
1970066,1010979,96,2
2601231,2806044,17,0
4672754,3278976,27,1
1927069,1898514,69,0
2540550,1159136,32,2
462939,486806,79,0
775354,725379,73,0
1589521,1505203,13,0
528120,323110,79,1
3304326,2275060,111,1
2361432,1829363,19,1
2921468,2722260,72,0
1203377,1178401,41,0
1761287,638354,55,2
3453593,3533888,34,0
4840393,5082399,42,0
631917,489300,3,0
4495768,2020400,118,2
3053654,2915420,75,0
2994030,2212199,60,1
2701281,2576366,46,0
719213,684580,65,0
813434,300469,46,2
3164195,2485846,43,1
1968409,1351343,56,1
4619433,4882258,33,0
2270316,1219871,22,2
1059095,492267,67,2
3687707,3752867,101,0
1749426,732961,18,2
2817163,2392379,4,1
3610031,1949474,30,2
4541215,3425332,118,1
4044079,3206856,99,1
3511261,2225772,72,1
3526313,3808319,112,0
4751253,1926474,53,2
1760791,1079575,118,1
405116,261023,36,0
1650991,1328780,29,1
1402300,877571,77,1
3444439,1300719,45,2
3315073,3507162,75,0
3129922,1980813,37,1
474720,272555,74,2
3752379,2466730,33,1
1888240,893660,6,1
3459258,1315131,109,2
2960261,1239943,106,2
1976562,856492,116,2
1019051,466867,86,2
834327,530605,82,1
4224984,3376267,67,1
4624629,3714087,15,1
3389025,1016972,23,2
875797,907997,35,0
2249325,2155478,107,0
3753120,4020156,21,0
3987176,2344416,111,2
943806,785095,63,1
400141,173828,86,2
3675830,3505369,13,0
2040342,875499,32,2
1570614,880782,115,2
459328,318162,32,0
2885377,2237972,36,1
4315293,3226573,24,1
4805106,1833997,15,2
3002427,1913569,28,1
2766522,2872556,77,0
791259,789594,55,0
2924815,2259790,66,1
2147904,1627810,15,1
3192822,1243094,96,2
2188141,1006999,94,2
1505376,755867,3,1
836840,577886,46,1
1848625,1636190,8,0
844566,564660,95,1
1213726,486521,88,2
4941746,3219444,108,1
2442876,1050697,28,2
2846610,2564562,55,0
4418645,1914160,22,2
4979617,3416153,45,1
3080486,2632987,63,0
4137380,1996527,6,1
1903929,686983,86,2
1806422,1355972,65,1
2252437,773402,99,2
3493533,2690772,33,1
3538082,3194176,108,0
1850101,1042445,120,2
1012766,699497,110,1
3309023,3451342,93,0
990299,670321,97,1
3061066,3358733,69,0
3589742,1527801,23,2
3622813,3141512,81,0
3865972,3178196,86,1
4415153,4405634,118,0
2699811,1009607,65,2
3759146,1970414,33,2
3248195,1317933,82,2
1258544,1317036,118,0
518172,332308,21,1
1708890,1756829,39,0
2437955,1305587,65,2
3238687,1299020,20,2
4309813,2315360,3,1
1302730,1013185,40,1
977529,954250,104,0
4832008,2939371,5,1
897005,925572,51,0
2601059,1288527,91,2
3093593,2644504,114,0
2890322,2568256,118,0
795748,413129,51,2
662324,212987,114,2
885224,524221,4,1
3093703,1039970,90,2
2903986,2963817,77,0
1475208,1567880,30,0
3333761,2961393,61,0
4172311,3677256,16,0
591263,291324,105,2
2691398,966590,43,2
3570828,3362590,75,0
1560635,1166309,19,1
1815746,1534854,25,1
3222734,2976881,119,0
4530502,2843105,90,1
4125652,1714775,115,2
